248,100
84,168
96,140
102,383
157,106
84,305
119,119
199,100
78,234
91,343
136,439
219,496
177,474
159,460
249,499
78,197
117,415
196,487
80,269
414,171
400,143
397,386
339,108
415,308
377,122
298,102
421,237
408,346
364,442
278,497
321,476
341,462
419,201
382,418
302,488
419,272
