292,141
87,226
102,193
122,487
179,150
95,393
131,167
230,143
82,306
106,439
163,557
260,632
209,604
188,585
296,636
81,261
142,527
232,621
88,349
497,224
482,191
467,486
405,149
491,391
453,165
353,142
503,303
481,437
428,557
332,632
383,604
404,584
503,259
449,526
360,620
498,346
